ticker_q,sql
SPH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPH' AND dlycaldt IN ('2020-07-02', '2020-07-07', '2020-07-08', '2020-08-14', '2020-08-28', '2020-06-10', '2020-06-11', '2020-06-10', '2021-12-22', '2020-10-05', '2020-10-05', '2021-09-02', '2020-08-11', '2020-08-04');"
SPHB,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPHB' AND dlycaldt IN ('2022-01-28');
SPKE,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPKE' AND dlycaldt IN ('2020-07-28');
SPLK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPLK' AND dlycaldt IN ('2020-04-27', '2020-05-01', '2020-05-07', '2020-11-03', '2020-01-24', '2020-02-19', '2020-07-14', '2021-12-28', '2020-12-23', '2020-06-11', '2021-03-03', '2021-01-11', '2019-12-24', '2021-04-29');"
SPN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPN' AND dlycaldt IN ('2019-12-19');
SPOT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPOT' AND dlycaldt IN ('2021-04-09', '2021-04-09', '2021-04-13', '2021-04-13', '2020-10-22', '2021-07-22', '2021-12-28', '2021-04-07', '2020-11-11');"
SPR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPR' AND dlycaldt IN ('2022-07-05', '2019-06-04', '2019-02-20', '2019-02-06', '2022-03-04');"
SPSC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPSC' AND dlycaldt IN ('2019-06-24', '2020-05-08', '2020-05-19');"
SPTI,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPTI' AND dlycaldt IN ('2021-01-21');
SPTM,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPTM' AND dlycaldt IN ('2020-10-16');
SPWR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPWR' AND dlycaldt IN ('2022-06-21', '2022-06-21');"
SPXC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPXC' AND dlycaldt IN ('2021-07-19', '2020-03-25', '2021-03-05', '2022-03-15', '2021-09-15', '2021-10-18', '2022-04-19');"
SPY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPY' AND dlycaldt IN ('2020-02-10', '2021-12-02', '2022-01-14', '2022-01-05', '2022-06-16', '2022-05-18', '2020-06-08', '2020-03-11', '2020-09-08', '2021-01-04', '2022-04-08', '2020-02-24', '2020-02-24', '2020-09-09', '2019-06-21', '2021-07-30', '2022-03-15', '2021-09-20', '2022-01-26');"
SPYG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPYG' AND dlycaldt IN ('2020-02-21', '2021-04-22', '2022-01-24', '2022-04-25');"
SPYS,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPYS' AND dlycaldt IN ('2021-01-21');
SPYV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SPYV' AND dlycaldt IN ('2021-01-21', '2021-04-22', '2022-01-24', '2022-04-25');"
SQ,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SQ' AND dlycaldt IN ('2022-06-16', '2022-05-05', '2022-01-10', '2022-02-02', '2020-04-27', '2021-02-22', '2021-03-24', '2021-03-31', '2021-02-09', '2020-05-01', '2020-11-17', '2021-10-04', '2021-10-04', '2021-12-16', '2020-01-28', '2020-02-14', '2020-09-18', '2020-03-26', '2020-07-14', '2022-03-16', '2022-03-18', '2022-03-09', '2022-06-09', '2022-06-07', '2022-06-13', '2021-06-03', '2021-10-19', '2021-03-15', '2022-01-14', '2022-01-21', '2022-02-10', '2020-08-10', '2021-05-14', '2020-01-29', '2021-11-26', '2021-11-01', '2022-02-02', '2022-02-02', '2022-02-09', '2022-02-25', '2021-09-17', '2022-04-06', '2022-07-22', '2020-09-25', '2020-07-13', '2022-05-26', '2022-05-11', '2022-05-13', '2022-08-10', '2022-08-01', '2022-08-05', '2022-08-09', '2019-12-30');"
SRC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SRC' AND dlycaldt IN ('2019-03-19', '2019-06-24');"
SRE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SRE' AND dlycaldt IN ('2020-06-04', '2020-06-04', '2019-02-05', '2019-08-28', '2020-04-02');"
SRLN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SRLN' AND dlycaldt IN ('2022-05-10', '2021-11-02', '2020-10-09', '2022-08-10');"
SRLP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SRLP' AND dlycaldt IN ('2020-09-16', '2020-08-14', '2020-08-28', '2020-08-31', '2020-06-10', '2020-06-10', '2021-01-19', '2021-02-12', '2020-10-05', '2020-10-22', '2020-09-11', '2020-08-10', '2020-08-06', '2022-01-06', '2022-01-12');"
SRNE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SRNE' AND dlycaldt IN ('2020-12-28', '2021-01-04');"
SRPT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SRPT' AND dlycaldt IN ('2019-12-13', '2020-09-14', '2020-06-10', '2020-11-06');"
SSB,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSB' AND dlycaldt IN ('2020-02-21', '2021-05-13', '2021-02-18', '2021-02-10');"
SSDOY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSDOY' AND dlycaldt IN ('2022-06-14', '2022-04-21', '2022-07-15');"
SSL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSL' AND dlycaldt IN ('2020-01-10', '2020-04-15', '2019-12-10', '2020-01-13', '2019-06-24');"
SSMXY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSMXY' AND dlycaldt IN ('2021-02-17', '2021-01-28', '2020-01-13', '2019-06-24', '2020-08-04');"
SSNC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSNC' AND dlycaldt IN ('2020-05-19', '2020-05-19', '2021-11-05', '2020-03-26', '2020-04-02', '2020-03-18', '2020-03-12', '2019-08-08', '2020-03-12', '2019-08-08', '2020-03-12', '2019-08-08', '2019-09-06', '2019-12-16', '2022-02-07', '2021-03-22', '2021-09-21', '2020-01-16', '2019-12-18', '2020-04-03');"
SSREY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSREY' AND dlycaldt IN ('2020-11-13');
SSUMY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SSUMY' AND dlycaldt IN ('2020-11-13');
ST,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ST' AND dlycaldt IN ('2021-02-16');
STAG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STAG' AND dlycaldt IN ('2022-05-26', '2020-03-31', '2020-12-23');"
STAY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STAY' AND dlycaldt IN ('2020-06-30', '2020-07-01', '2021-06-15', '2020-11-18', '2020-11-18', '2020-11-17');"
STE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STE' AND dlycaldt IN ('2020-03-18', '2019-06-24');"
STLA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STLA' AND dlycaldt IN ('2021-03-31', '2021-03-31', '2021-01-19', '2021-01-19');"
STM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STM' AND dlycaldt IN ('2021-05-25', '2021-05-25', '2021-11-24', '2021-11-16');"
STNG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STNG' AND dlycaldt IN ('2022-06-21', '2022-07-18');"
STOR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STOR' AND dlycaldt IN ('2020-07-16', '2021-06-23', '2021-02-25', '2020-07-15', '2020-06-09', '2019-12-16', '2020-08-27', '2020-08-05');"
STT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STT' AND dlycaldt IN ('2021-02-08', '2021-02-16', '2020-03-26', '2020-03-18', '2020-09-30', '2020-10-01', '2021-01-04', '2020-09-08', '2021-09-16', '2020-11-05', '2020-11-05');"
STWD,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STWD' AND dlycaldt IN ('2020-06-15');
STX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STX' AND dlycaldt IN ('2019-06-24', '2021-05-19', '2021-03-04');"
STXAX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STXAX' AND dlycaldt IN ('2021-05-03');
STZ,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='STZ' AND dlycaldt IN ('2022-06-28', '2022-05-02', '2021-03-31', '2021-06-22', '2019-12-31', '2020-10-19', '2020-09-08', '2021-07-07', '2020-08-07', '2019-12-18', '2019-12-18');"
SU,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SU' AND dlycaldt IN ('2020-10-26', '2020-03-02', '2020-11-19', '2021-03-17', '2021-04-14', '2020-07-27', '2019-12-19', '2019-12-18');"
SUHJY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SUHJY' AND dlycaldt IN ('2020-11-13');
SUP,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SUP' AND dlycaldt IN ('2017-09-05');
SUPN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SUPN' AND dlycaldt IN ('2020-11-13', '2020-06-01', '2020-07-17', '2020-05-28');"
SVC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SVC' AND dlycaldt IN ('2021-01-08', '2020-12-29');"
SVCBY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SVCBY' AND dlycaldt IN ('2020-09-22');
SVNDY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SVNDY' AND dlycaldt IN ('2020-03-18');
SVNLY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SVNLY' AND dlycaldt IN ('2020-12-07', '2020-03-18');"
SWDBY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWDBY' AND dlycaldt IN ('2020-03-18');
SWGAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWGAY' AND dlycaldt IN ('2020-03-18');
SWK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWK' AND dlycaldt IN ('2021-01-19', '2021-01-19', '2021-06-23', '2021-06-28', '2020-03-18', '2021-09-15', '2021-09-16', '2020-02-20', '2022-06-29', '2020-06-10', '2021-05-27', '2020-01-08', '2020-01-10', '2020-01-13', '2020-04-09');"
SWMAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWMAY' AND dlycaldt IN ('2020-03-18');
SWN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWN' AND dlycaldt IN ('2020-11-30');
SWPPX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWPPX' AND dlycaldt IN ('2022-06-22');
SWRAY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SWRAY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
SXYAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SXYAY' AND dlycaldt IN ('2020-03-18');
SYF,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SYF' AND dlycaldt IN ('2021-02-16', '2021-02-05', '2021-06-28', '2020-03-18', '2021-09-30', '2021-09-30', '2020-04-02', '2020-01-22', '2022-04-28', '2020-04-29');"
SYIEY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SYIEY' AND dlycaldt IN ('2021-02-17', '2020-01-13', '2019-06-24', '2020-08-04');"
SYK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SYK' AND dlycaldt IN ('2021-04-09', '2022-03-21', '2022-08-31', '2021-10-14', '2021-10-19', '2020-07-13', '2020-07-17', '2019-12-31', '2020-07-17', '2022-05-23', '2022-05-24', '2022-03-21', '2022-04-18', '2022-04-18', '2020-09-16', '2022-06-21', '2022-07-22', '2022-07-22', '2021-11-23', '2021-12-21', '2021-12-21', '2022-02-23', '2022-01-27');"
SYNH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SYNH' AND dlycaldt IN ('2022-01-04', '2020-11-03', '2021-09-24', '2021-08-20');"
SYPR,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SYPR' AND dlycaldt IN ('2020-07-28');
SYY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SYY' AND dlycaldt IN ('2020-07-23', '2020-08-25', '2021-01-15', '2020-03-27', '2020-04-27', '2020-04-28', '2020-03-18', '2020-03-16', '2022-08-12', '2021-10-20', '2019-12-31', '2020-03-18', '2021-12-27', '2020-06-29', '2020-04-30', '2022-01-07', '2020-06-16', '2020-04-29', '2020-03-23');"
SZEVY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='SZEVY' AND dlycaldt IN ('2020-03-19');
T,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='T' AND dlycaldt IN ('2021-03-05', '2021-02-16', '2020-05-13', '2022-02-02', '2021-06-08', '2022-03-14', '2021-12-16', '2021-12-09', '2021-02-08', '2021-10-29', '2020-09-23', '2020-03-18', '2020-04-16', '2020-04-23', '2022-05-06', '2022-05-03', '2021-08-03', '2020-03-02', '2021-02-02', '2021-02-08', '2021-04-13', '2020-04-17', '2022-06-14', '2020-03-23', '2021-04-20', '2020-08-04', '2021-06-16', '2020-02-21', '2020-02-21', '2020-05-04', '2020-02-04', '2020-06-01', '2021-02-23', '2020-03-26', '2020-12-22', '2021-11-02', '2021-11-04', '2021-09-02', '2020-12-17', '2020-12-18', '2021-05-20', '2021-05-20', '2021-03-15', '2021-03-15', '2020-11-30', '2020-11-16', '2021-12-07', '2019-08-28', '2020-09-16', '2020-09-08', '2020-10-22', '2021-10-12', '2021-05-04', '2021-02-11', '2020-10-29', '2021-12-22', '2021-01-05', '2021-03-03', '2021-02-05', '2020-07-28', '2021-09-30', '2022-04-11', '2020-12-18', '2021-09-08', '2020-11-02', '2022-01-26', '2020-04-02', '2022-04-06', '2022-04-08', '2022-04-11', '2021-05-19');"
T$A,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='T$A' AND dlycaldt IN ('2022-08-15', '2022-08-19');"
TAP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TAP' AND dlycaldt IN ('2021-04-26', '2020-05-13', '2020-08-10', '2021-06-10', '2020-03-24', '2020-04-02');"
TBBC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TBBC' AND dlycaldt IN ('2021-06-15');
TBCIX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TBCIX' AND dlycaldt IN ('2020-10-16');
TCBI,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TCBI' AND dlycaldt IN ('2020-11-12');
TCEHY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TCEHY' AND dlycaldt IN ('2021-02-17', '2021-01-28', '2021-01-13', '2021-12-28', '2021-02-05', '2021-02-05', '2021-02-05', '2020-01-13', '2019-01-29', '2019-06-24', '2021-08-09', '2022-03-15', '2020-06-02', '2022-04-19', '2020-06-05');"
TCMD,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TCMD' AND dlycaldt IN ('2019-01-23');
TCOM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TCOM' AND dlycaldt IN ('2020-01-29', '2020-07-13', '2020-07-14', '2019-12-30');"
TDADX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDADX' AND dlycaldt IN ('2020-10-16');
TDC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDC' AND dlycaldt IN ('2021-04-26', '2022-01-18');"
TDDC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDDC' AND dlycaldt IN ('2021-02-12');
TDDXX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDDXX' AND dlycaldt IN ('2022-01-31', '2022-01-14', '2022-01-13', '2022-01-11', '2022-01-06', '2020-04-29', '2020-04-28', '2020-04-22', '2020-04-20', '2020-04-27', '2020-05-08', '2020-05-20', '2020-05-19', '2020-05-18', '2020-05-21', '2020-05-04', '2020-05-11', '2020-05-07', '2020-05-01', '2020-11-13', '2020-11-03', '2020-11-05', '2020-11-09', '2020-11-10', '2020-11-02', '2020-11-17', '2020-11-25', '2020-11-27', '2020-11-18', '2020-11-24', '2020-11-20', '2020-11-19', '2021-10-01', '2021-10-29', '2021-10-05', '2021-10-04', '2020-10-05', '2020-10-02', '2020-10-01', '2020-10-14', '2020-10-08', '2020-10-22', '2020-10-28', '2020-10-26', '2020-01-13', '2020-01-09', '2020-01-10', '2020-01-16', '2020-01-15', '2020-01-14', '2020-01-24', '2020-01-27', '2020-01-30', '2020-01-29', '2020-01-28', '2020-02-04', '2020-02-03', '2020-02-07', '2020-02-14', '2020-02-20', '2020-02-19', '2020-02-18', '2020-07-02', '2020-07-01', '2020-07-10', '2020-07-27', '2020-07-14', '2021-08-03', '2021-08-02', '2021-08-06', '2021-08-05', '2021-08-18', '2020-06-02', '2020-06-24', '2020-06-01', '2021-07-07', '2021-07-02', '2021-07-15', '2021-07-21', '2021-11-09', '2021-11-02', '2021-11-01', '2021-11-26', '2019-12-23', '2019-12-24', '2019-10-16', '2019-12-16', '2019-12-31', '2020-12-26', '2020-03-03', '2020-03-02', '2020-03-06', '2020-03-11', '2020-03-10', '2020-03-24', '2020-03-23', '2020-04-01', '2020-04-02', '2021-12-06', '2021-12-02', '2020-09-15', '2020-09-11', '2020-09-09', '2020-09-03', '2020-09-02', '2020-09-29', '2021-09-21', '2021-09-20', '2021-09-17', '2021-09-09', '2021-09-03', '2021-09-02', '2021-09-30', '2021-09-28', '2021-09-27', '2020-08-13', '2020-08-27', '2020-08-04', '2020-08-03', '2020-08-26', '2020-08-28', '2020-08-14');"
TDG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDG' AND dlycaldt IN ('2020-08-10', '2021-06-04', '2020-06-08', '2020-08-07', '2020-12-18', '2020-04-02', '2020-04-29');"
TDOC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDOC' AND dlycaldt IN ('2020-10-13', '2021-05-07', '2020-04-27', '2020-11-19', '2020-05-08', '2020-05-04', '2020-11-17', '2020-01-09', '2020-01-28', '2020-02-14', '2020-07-14', '2021-08-18', '2020-04-27', '2020-03-26', '2021-11-26', '2019-12-23', '2021-06-21', '2020-04-29');"
TDXX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDXX' AND dlycaldt IN ('2021-12-01');
TDY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TDY' AND dlycaldt IN ('2020-01-08', '2020-02-24', '2021-02-05', '2020-10-19', '2020-09-16');"
TEAM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TEAM' AND dlycaldt IN ('2020-03-04', '2020-10-09', '2020-02-05', '2020-03-18', '2020-11-16', '2020-11-06');"
TECH,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TECH' AND dlycaldt IN ('2020-10-13');
TEF,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TEF' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
TEL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TEL' AND dlycaldt IN ('2020-11-03', '2020-02-10', '2019-06-24', '2020-04-22', '2020-04-24');"
TELL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TELL' AND dlycaldt IN ('2022-06-16', '2021-10-01', '2022-04-11', '2022-01-14', '2022-07-18');"
TER,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TER' AND dlycaldt IN ('2021-04-01', '2021-06-09', '2021-02-23', '2019-06-24', '2019-03-06');"
TEVA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TEVA' AND dlycaldt IN ('2020-05-07', '2020-11-13');"
TEX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TEX' AND dlycaldt IN ('2022-02-15', '2021-11-04', '2022-03-15', '2022-04-19');"
TEZNY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TEZNY' AND dlycaldt IN ('2020-03-19');
TF,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TF' AND dlycaldt IN ('2020-11-19', '2020-11-25');"
TFC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TFC' AND dlycaldt IN ('2021-02-16', '2020-05-13', '2021-01-21', '2021-02-08', '2020-03-18', '2021-12-16', '2020-02-02', '2020-02-20', '2020-07-30', '2021-01-04', '2020-06-23', '2020-04-15', '2021-05-12', '2019-12-31', '2021-02-05', '2020-08-07', '2020-06-10', '2020-04-02', '2020-04-29');"
TFC$R,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TFC$R' AND dlycaldt IN ('2022-08-15');
TFDXX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TFDXX' AND dlycaldt IN ('2021-04-14', '2021-04-13', '2021-04-05', '2021-04-01', '2021-04-29');"
TFFP,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TFFP' AND dlycaldt IN ('2020-06-11');
TFX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TFX' AND dlycaldt IN ('2020-04-28', '2020-05-19', '2021-06-28', '2020-12-16', '2020-12-03', '2020-12-08');"
TGNA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TGNA' AND dlycaldt IN ('2021-04-12', '2021-04-16', '2020-03-31', '2019-04-01', '2020-05-07');"
TGOPY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TGOPY' AND dlycaldt IN ('2022-02-17');
TGT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TGT' AND dlycaldt IN ('2021-02-16', '2022-05-18', '2021-12-16', '2020-04-28', '2020-05-01', '2020-05-07', '2020-11-17', '2020-11-02', '2022-09-07', '2020-03-25', '2022-06-28', '2020-10-26', '2020-01-24', '2020-01-13', '2020-02-14', '2020-07-14', '2022-06-14', '2022-08-08', '2022-08-10', '2020-06-18', '2022-01-06', '2022-02-28', '2021-02-05', '2019-12-23', '2020-02-25', '2020-02-10', '2020-03-10', '2022-04-14', '2022-07-15', '2022-03-09');"
TGTX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TGTX' AND dlycaldt IN ('2020-09-08');
THR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='THR' AND dlycaldt IN ('2020-06-26', '2020-11-12', '2020-12-15');"
TIF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TIF' AND dlycaldt IN ('2021-01-07');
TIIAY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TIIAY' AND dlycaldt IN ('2020-03-19');
TIP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TIP' AND dlycaldt IN ('2022-07-08', '2021-10-07', '2021-10-07', '2021-07-08', '2021-07-30', '2021-08-06', '2021-08-06', '2021-09-08', '2021-09-08', '2021-11-05');"
TJX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TJX' AND dlycaldt IN ('2020-05-19', '2022-01-10', '2020-10-15', '2020-10-15', '2020-04-28', '2022-04-19', '2020-05-01', '2022-06-16', '2020-01-27', '2020-01-13', '2020-02-19', '2020-07-14', '2022-04-06', '2020-08-24', '2020-08-24', '2021-08-05', '2020-05-27', '2021-04-30', '2021-02-05', '2020-02-10', '2021-03-22', '2021-03-22', '2021-02-19', '2020-07-27', '2022-02-28', '2022-03-15', '2021-03-11', '2021-11-26', '2021-09-30', '2019-12-23', '2020-06-01', '2020-06-29', '2020-04-30', '2020-04-30', '2021-11-04', '2022-01-07', '2021-09-13', '2021-11-26', '2020-05-26', '2020-05-26', '2020-05-27', '2020-05-26', '2020-05-27', '2020-01-15', '2020-04-29', '2020-03-23');"
TKC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TKC' AND dlycaldt IN ('2021-01-11');
TKOMY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TKOMY' AND dlycaldt IN ('2021-01-20');
TLH,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TLH' AND dlycaldt IN ('2022-06-16');
TLND,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TLND' AND dlycaldt IN ('2020-01-27');
TLRY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TLRY' AND dlycaldt IN ('2021-02-10', '2021-02-09', '2021-02-09', '2020-11-06', '2021-02-09', '2021-02-09', '2021-02-10', '2021-02-12', '2022-04-18', '2020-11-05');"
TLSNY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TLSNY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
TLSYY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TLSYY' AND dlycaldt IN ('2020-11-13');
TLT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TLT' AND dlycaldt IN ('2020-10-09', '2022-03-29');"
TM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TM' AND dlycaldt IN ('2022-03-22', '2020-03-26', '2020-03-18', '2022-02-17');"
TME,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TME' AND dlycaldt IN ('2020-07-21');
TMHC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TMHC' AND dlycaldt IN ('2019-04-03', '2019-01-09');"
TMK,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TMK' AND dlycaldt IN ('2019-06-24');
TMO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TMO' AND dlycaldt IN ('2021-05-05', '2021-08-11', '2020-03-27', '2021-02-16', '2021-04-12', '2020-03-19', '2021-01-06', '2020-03-02', '2020-03-23', '2020-11-04', '2021-08-09', '2021-06-22', '2020-06-23', '2021-10-19', '2020-11-19', '2019-12-31', '2021-08-19', '2020-10-05', '2021-11-17', '2021-03-10', '2020-06-19', '2021-07-21', '2020-06-01', '2020-12-09', '2020-08-07', '2020-11-11', '2021-09-02', '2020-04-09', '2020-04-30', '2019-12-18', '2019-12-18', '2020-03-23');"
TMSNY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TMSNY' AND dlycaldt IN ('2019-06-24', '2020-03-18');"
TMUS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TMUS' AND dlycaldt IN ('2021-01-11', '2021-01-05', '2020-02-18', '2020-03-04', '2020-09-23', '2020-05-26', '2020-03-23', '2021-08-09', '2020-03-04', '2021-02-09', '2021-02-23', '2021-02-19', '2021-06-22', '2020-02-13', '2020-02-11', '2022-05-17', '2021-12-27', '2021-09-02', '2020-04-09', '2020-04-09', '2022-03-09', '2021-08-24', '2020-04-29');"
TMUSR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TMUSR' AND dlycaldt IN ('2020-07-17', '2020-07-17');"
TNC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TNC' AND dlycaldt IN ('2021-11-18');
TNL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TNL' AND dlycaldt IN ('2021-06-28');
TOL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='TOL' AND dlycaldt IN ('2020-07-29', '2020-07-23', '2021-02-16', '2021-03-25', '2020-09-18', '2019-06-24', '2019-01-23', '2019-04-16');"
